State,Livestock,Livestock title,Variety,Year,Unit,Value
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all cattle,82
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all chickens,15
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all cattle,15
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all chickens,11
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2018,Percent of all cattle,82
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all cattle,98
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all pigs,12
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2017,Percent of all livestock,80
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all cattle,44
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all pigs,69
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2010,Percent of all livestock,91
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2012,Percent of all livestock,64
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all chickens,67
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2022,Percent of all chickens,40
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all chickens,34
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all cattle,5
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2017,Percent of all livestock,78
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all pigs,6
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all chickens,89
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2022,Percent of all pigs,87
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all chickens,4
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all chickens,56
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all livestock,45
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all pigs,64
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all livestock,64
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all cattle,34
California,Cattle,Genetically engineered (GE) pigs,High-yield,2012,Percent of all livestock,78
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all pigs,13
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all pigs,45
California,Cattle,Genetically engineered (GE) cattle,High-yield,2019,Percent of all cattle,75
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all pigs,11
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2013,Percent of all livestock,80
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all cattle,8
Iowa,Chickens,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,5
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,66
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all pigs,84
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2010,Percent of all livestock,71
California,Cattle,Genetically engineered (GE) cattle,High-yield,2019,Percent of all pigs,1
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all livestock,16
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all cattle,14
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all pigs,3
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,86
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all pigs,98
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2016,Percent of all cattle,66
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all livestock,17
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all chickens,72
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all livestock,57
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all cattle,54
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all cattle,31
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,42
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2019,Percent of all cattle,43
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2010,Percent of all livestock,5
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all livestock,96
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all cattle,78
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all livestock,66
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2021,Percent of all cattle,91
Nebraska,Pigs,Genetically engineered (GE) pigs,High-yield,2018,Percent of all pigs,35
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all pigs,30
California,Chickens,Genetically engineered (GE) pigs,High-yield,2019,Percent of all pigs,70
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all livestock,20
California,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all cattle,61
Kansas,Chickens,Genetically engineered (GE) chickens,High-yield,2010,Percent of all chickens,6
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2010,Percent of all livestock,54
Iowa,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all chickens,91
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all chickens,5
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all livestock,28
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2018,Percent of all livestock,11
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all cattle,64
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all pigs,26
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all pigs,80
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all cattle,96
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all pigs,71
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2017,Percent of all pigs,63
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all pigs,21
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all chickens,10
California,Chickens,Genetically engineered (GE) cattle,High-yield,2011,Percent of all chickens,33
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all livestock,31
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2023,Percent of all chickens,20
Kansas,Pigs,Genetically engineered (GE) pigs,High-yield,2012,Percent of all chickens,2
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2012,Percent of all cattle,75
California,Cattle,Genetically engineered (GE) pigs,High-yield,2021,Percent of all chickens,5
Kansas,Pigs,Genetically engineered (GE) pigs,High-yield,2013,Percent of all pigs,33
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2022,Percent of all chickens,13
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all pigs,34
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all livestock,94
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2021,Percent of all chickens,93
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all chickens,24
California,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all cattle,21
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all pigs,68
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2012,Percent of all pigs,14
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all pigs,90
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2011,Percent of all livestock,96
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2024,Percent of all cattle,73
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2013,Percent of all livestock,61
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,26
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all cattle,95
Iowa,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all chickens,66
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all livestock,48
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all livestock,99
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2021,Percent of all cattle,6
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all cattle,78
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2012,Percent of all chickens,4
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2019,Percent of all chickens,40
Texas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all chickens,86
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2017,Percent of all livestock,14
California,Cattle,Genetically engineered (GE) chickens,High-yield,2011,Percent of all cattle,4
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all pigs,98
California,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2012,Percent of all pigs,84
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all chickens,25
Nebraska,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all pigs,71
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2014,Percent of all livestock,62
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all chickens,39
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all livestock,9
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,5
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2018,Percent of all pigs,3
Iowa,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all livestock,32
Nebraska,Pigs,Genetically engineered (GE) pigs,High-yield,2019,Percent of all chickens,99
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2013,Percent of all chickens,37
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all chickens,29
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all livestock,94
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all chickens,68
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all cattle,20
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all pigs,29
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2016,Percent of all cattle,3
Kansas,Chickens,Genetically engineered (GE) pigs,High-yield,2021,Percent of all pigs,20
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all chickens,73
California,Pigs,Genetically engineered (GE) pigs,High-yield,2010,Percent of all chickens,66
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all pigs,74
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all livestock,17
California,Cattle,Genetically engineered (GE) chickens,High-yield,2013,Percent of all chickens,1
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all livestock,26
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,22
Nebraska,Pigs,Genetically engineered (GE) cattle,High-yield,2015,Percent of all pigs,40
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all chickens,56
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all livestock,68
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2010,Percent of all pigs,44
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2022,Percent of all pigs,60
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all chickens,49
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all chickens,57
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all pigs,56
California,Chickens,Genetically engineered (GE) chickens,High-yield,2012,Percent of all pigs,46
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all pigs,66
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2023,Percent of all chickens,2
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all chickens,17
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all livestock,59
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all cattle,93
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all livestock,32
Nebraska,Pigs,Genetically engineered (GE) cattle,High-yield,2020,Percent of all pigs,41
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2023,Percent of all chickens,60
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2024,Percent of all chickens,63
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all cattle,57
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2020,Percent of all cattle,47
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2015,Percent of all cattle,5
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all livestock,25
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all pigs,91
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all livestock,77
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,68
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all livestock,59
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,19
